,DNI,EDAD,DEPARTAMENTO,UNIVERSIDAD,SEXO,NIVEL DE ESTRES
,79383076,24,LIMA,UNI,MASCULINO,3
,79659891,23,TRUJILLO,UPAO,MASCULINO,1
,76472144,23,LIMA,UPC,FEMENINO,2
,77433161,21,LIMA,PUCP,MASCULINO,3
,75144470,20,PIURA,UDEP,FEMENINO,4
,62951962,18,LIMA,ULIMA,MASCULINO,5
,71564286,29,LIMA,UNI,MASCULINO,3
,68411316,29,LIMA,PUCP,FEMENINO,5
,72942418,22,TRUJILLO,UPAO,FEMENINO,4
,65521492,19,HUANUCO,UNHEVAL,MASCULINO,5
,61573477,19,PIURA,UDEP,FEMENINO,4
,74534637,24,CUZCO,UAUSTRAL,FEMENINO,4
,66312427,28,LIMA,UPC,FEMENINO,1
,63376846,26,HUANUCO,UNHEVAL,MASCULINO,2
,62893320,19,LIMA,ULIMA,FEMENINO,3
,67196750,20,HUANUCO,UNH,FEMENINO,5
,69834338,24,AREQUIPA,UNSA,MASCULINO,2
,76963344,18,HUANUCO,UNHEVAL,MASCULINO,4
,64378007,26,TRUJILLO,UPAO,FEMENINO,1
,75670235,20,AREQUIPA,UNSA,MASCULINO,4
,64708150,21,PIURA,UDEP,MASCULINO,4
,65832996,29,LIMA,UNI,MASCULINO,1
,74943444,19,CUZCO,UNSAAC,MASCULINO,1
,74912878,30,CUZCO,UAUSTRAL,MASCULINO,3
,60228432,29,LIMA,ULIMA,FEMENINO,2
,67904045,26,LIMA,PUCP,FEMENINO,4
,69792706,19,LIMA,UNI,MASCULINO,5
,72173646,26,PIURA,UDEP,MASCULINO,1
,79061396,30,LIMA,UPC,MASCULINO,4
,69742009,25,PIURA,UPN,MASCULINO,3
,63094438,25,PIURA,UPN,FEMENINO,4
,69817166,29,LIMA,PUCP,MASCULINO,1
,72506914,20,LIMA,UPC,FEMENINO,5
,68987391,29,AREQUIPA,UCSM,FEMENINO,1
,66833837,27,HUANUCO,UNHEVAL,FEMENINO,1
,65320905,28,CUZCO,UNSAAC,MASCULINO,4
,76431421,18,PIURA,UPN,FEMENINO,4
,77839666,28,PIURA,UPN,MASCULINO,2
,71765480,25,CUZCO,UAUSTRAL,MASCULINO,3
,71304005,20,HUANUCO,UNH,FEMENINO,3
,63789088,22,LIMA,UNI,MASCULINO,3
,61259553,19,LIMA,PUCP,FEMENINO,3
,77713915,26,LIMA,UNI,FEMENINO,3
,63828726,19,CUZCO,UNSAAC,FEMENINO,3
,74545136,24,AREQUIPA,UNSA,MASCULINO,3
,69599114,17,LIMA,ULIMA,MASCULINO,2
,79003072,28,LIMA,UNI,FEMENINO,4
,63797479,28,AREQUIPA,UNSA,MASCULINO,4
,72709763,24,LIMA,UPC,FEMENINO,5
,61271754,25,LIMA,UPC,FEMENINO,3
,79691198,29,HUANUCO,UNHEVAL,FEMENINO,2
,75746775,25,LIMA,UPC,FEMENINO,1
,75083396,23,LIMA,UPC,FEMENINO,5
,70303865,17,HUANUCO,UNHEVAL,MASCULINO,1
,63037033,21,HUANUCO,UNHEVAL,MASCULINO,3
,73553285,17,HUANUCO,UNHEVAL,MASCULINO,1
,78946890,21,LIMA,UNI,FEMENINO,1
,64580437,21,LIMA,PUCP,FEMENINO,5
,65083271,24,LIMA,UPC,FEMENINO,3
,68873707,21,LIMA,UPC,MASCULINO,3
,73913353,28,LIMA,ULIMA,FEMENINO,1
,79732887,23,LIMA,UPC,MASCULINO,2
,77186765,26,PIURA,UPN,MASCULINO,3
,77595659,30,AREQUIPA,UCSM,FEMENINO,3
,61892575,20,AREQUIPA,UNSA,FEMENINO,2
,78728103,20,LIMA,UPC,MASCULINO,2
,67209200,27,TRUJILLO,UNT,MASCULINO,5
,66263589,28,LIMA,PUCP,MASCULINO,5
,69463610,22,AREQUIPA,UNSA,FEMENINO,2
,71267939,25,TRUJILLO,UNT,FEMENINO,2
,70725407,28,PIURA,UPN,FEMENINO,2
,61692292,17,LIMA,UNI,FEMENINO,1
,62390752,29,LIMA,UNI,FEMENINO,1
,68759717,26,HUANUCO,UNH,MASCULINO,1
,62245291,23,CUZCO,UNSAAC,FEMENINO,2
,70834118,18,PIURA,UPN,FEMENINO,3
,78395023,28,TRUJILLO,UNT,FEMENINO,2
,64303998,28,LIMA,PUCP,MASCULINO,1
,73979985,27,PIURA,UPN,MASCULINO,3
,65548501,17,LIMA,ULIMA,MASCULINO,4
,73918385,26,TRUJILLO,UNT,FEMENINO,4
,76388052,18,HUANUCO,UNHEVAL,MASCULINO,5
,77147061,22,AREQUIPA,UCSM,FEMENINO,1
,75528041,18,LIMA,PUCP,MASCULINO,1
,76186694,27,LIMA,UPC,FEMENINO,4
,77389765,24,CUZCO,UAUSTRAL,MASCULINO,4
,74041244,26,LIMA,UPC,FEMENINO,3
,71188142,30,LIMA,UNI,FEMENINO,1
,67897708,23,LIMA,UPC,FEMENINO,3
,68008754,26,LIMA,PUCP,MASCULINO,5
,78115733,28,LIMA,PUCP,MASCULINO,4
,66545753,25,LIMA,UPC,MASCULINO,3
,72370568,22,AREQUIPA,UCSM,FEMENINO,5
,75740693,29,PIURA,UPN,MASCULINO,2
,70304686,27,PIURA,UPN,MASCULINO,3
,60364153,23,CUZCO,UAUSTRAL,FEMENINO,1
,69276428,18,HUANUCO,UNHEVAL,FEMENINO,3
,77959840,30,CUZCO,UAUSTRAL,FEMENINO,5
,75807569,19,PIURA,UPN,FEMENINO,2
,71390727,25,LIMA,PUCP,MASCULINO,3
,73766804,23,TRUJILLO,UNT,MASCULINO,1
,63383737,29,AREQUIPA,UCSM,FEMENINO,2
,69238904,21,LIMA,UPC,MASCULINO,5
,79549206,18,HUANUCO,UNHEVAL,FEMENINO,1
,68665617,27,CUZCO,UAUSTRAL,MASCULINO,4
,64952132,27,LIMA,ULIMA,MASCULINO,2
,68023228,20,HUANUCO,UNHEVAL,MASCULINO,5
,72779783,20,PIURA,UPN,FEMENINO,2
,65087043,30,CUZCO,UNSAAC,FEMENINO,1
,79956394,25,LIMA,ULIMA,FEMENINO,4
,64242933,22,CUZCO,UNSAAC,MASCULINO,4
,72958802,30,LIMA,PUCP,FEMENINO,5
,71791058,29,CUZCO,UAUSTRAL,MASCULINO,4
,75776815,17,HUANUCO,UNH,MASCULINO,3
,62261561,23,LIMA,ULIMA,FEMENINO,2
,63080464,21,PIURA,UDEP,FEMENINO,1
,64809398,27,PIURA,UPN,MASCULINO,5
,69330785,28,CUZCO,UNSAAC,MASCULINO,3
,65239904,21,AREQUIPA,UNSA,FEMENINO,2
,76680941,25,LIMA,UPC,MASCULINO,2
,64708544,22,CUZCO,UAUSTRAL,FEMENINO,4
,64801709,18,CUZCO,UAUSTRAL,MASCULINO,3
,61385820,20,HUANUCO,UNHEVAL,FEMENINO,2
,75857839,19,PIURA,UDEP,MASCULINO,4
,66144642,17,HUANUCO,UNH,MASCULINO,4
,72959611,24,LIMA,UNI,FEMENINO,1
,64588312,18,TRUJILLO,UNT,FEMENINO,4
,62729835,24,LIMA,UNI,FEMENINO,3
,79719317,18,LIMA,UNI,MASCULINO,2
,69224220,18,HUANUCO,UNH,FEMENINO,5
,68731243,20,TRUJILLO,UPAO,MASCULINO,1
,61643505,17,PIURA,UDEP,FEMENINO,1
,74964294,23,LIMA,PUCP,MASCULINO,2
,61863741,22,AREQUIPA,UNSA,MASCULINO,3
,74964523,21,CUZCO,UNSAAC,FEMENINO,4
,60384672,20,PIURA,UPN,MASCULINO,4
,65852066,21,HUANUCO,UNHEVAL,FEMENINO,4
,64368350,23,LIMA,UNI,MASCULINO,2
,74778540,30,CUZCO,UNSAAC,FEMENINO,1
,72387065,17,CUZCO,UNSAAC,FEMENINO,1
,78673859,25,CUZCO,UAUSTRAL,FEMENINO,2
,72295144,17,LIMA,PUCP,FEMENINO,2
,70520662,22,HUANUCO,UNH,FEMENINO,3
,68384161,29,TRUJILLO,UPAO,MASCULINO,2
,67381217,20,CUZCO,UAUSTRAL,MASCULINO,3
,79156533,18,HUANUCO,UNH,MASCULINO,2
,79743554,30,LIMA,UNI,MASCULINO,4
,78565134,18,LIMA,UNI,MASCULINO,4
,63952300,28,PIURA,UDEP,FEMENINO,1
,76246127,17,LIMA,UNI,FEMENINO,3
,60198563,26,AREQUIPA,UNSA,MASCULINO,2
,75851653,20,LIMA,UNI,MASCULINO,2
,63877942,21,AREQUIPA,UCSM,MASCULINO,1
,70863711,19,AREQUIPA,UCSM,FEMENINO,3
,60344378,26,AREQUIPA,UNSA,MASCULINO,2
,70006508,29,TRUJILLO,UNT,FEMENINO,5
,79511246,17,TRUJILLO,UPAO,MASCULINO,2
,79062275,22,LIMA,PUCP,MASCULINO,4
,79393645,21,LIMA,PUCP,FEMENINO,4
,70604036,18,PIURA,UPN,FEMENINO,1
,78916402,24,LIMA,PUCP,FEMENINO,4
,61345121,28,CUZCO,UAUSTRAL,MASCULINO,2
,73485632,17,LIMA,PUCP,FEMENINO,1
,61985502,26,LIMA,ULIMA,FEMENINO,1
,60108725,21,HUANUCO,UNHEVAL,MASCULINO,2
,65855404,17,CUZCO,UAUSTRAL,MASCULINO,4
,65293512,21,AREQUIPA,UNSA,MASCULINO,1
,70373642,27,PIURA,UDEP,FEMENINO,1
,72165552,21,PIURA,UDEP,FEMENINO,5
,71658217,19,LIMA,ULIMA,MASCULINO,3
,67921085,18,CUZCO,UAUSTRAL,MASCULINO,4
,67313454,19,AREQUIPA,UNSA,FEMENINO,5
,70549938,30,TRUJILLO,UPAO,MASCULINO,2
,72671656,30,PIURA,UPN,FEMENINO,2
,67072677,26,LIMA,UPC,FEMENINO,4
,67124840,21,LIMA,ULIMA,MASCULINO,2
,71262401,21,LIMA,UPC,FEMENINO,2
,75330658,22,CUZCO,UNSAAC,MASCULINO,3
,62108948,17,LIMA,PUCP,FEMENINO,3
,73594307,26,TRUJILLO,UNT,FEMENINO,3
,77625464,27,LIMA,PUCP,MASCULINO,1
,78356183,22,PIURA,UDEP,MASCULINO,4
,67871814,26,TRUJILLO,UPAO,MASCULINO,3
,76494474,25,LIMA,UPC,MASCULINO,1
,64521681,27,PIURA,UDEP,MASCULINO,3
,63188463,24,PIURA,UDEP,MASCULINO,2
,72859989,20,PIURA,UPN,FEMENINO,2
,68536457,27,HUANUCO,UNH,MASCULINO,4
,65994770,24,LIMA,PUCP,FEMENINO,4
,76849314,28,TRUJILLO,UNT,MASCULINO,2
,61434702,24,PIURA,UPN,FEMENINO,2
,73673179,25,AREQUIPA,UCSM,FEMENINO,3
,69765321,26,LIMA,UNI,MASCULINO,3
,72405769,30,LIMA,UNI,MASCULINO,4
,73478577,20,HUANUCO,UNH,MASCULINO,5
,79010814,23,PIURA,UPN,FEMENINO,1
,68740292,23,CUZCO,UNSAAC,MASCULINO,4
,62937428,21,PIURA,UDEP,FEMENINO,3
,79101847,19,TRUJILLO,UNT,MASCULINO,1
,65473106,29,TRUJILLO,UNT,MASCULINO,4
,75789317,17,AREQUIPA,UCSM,MASCULINO,1
,62063118,24,LIMA,ULIMA,FEMENINO,5
,67230530,24,LIMA,UPC,FEMENINO,5
,65615880,29,LIMA,PUCP,FEMENINO,2
,66120147,17,LIMA,UPC,FEMENINO,3
,75796499,23,AREQUIPA,UCSM,FEMENINO,3
,73054141,26,HUANUCO,UNH,FEMENINO,1
,61122367,21,LIMA,ULIMA,MASCULINO,5
,63578842,26,AREQUIPA,UNSA,FEMENINO,2
,72933675,17,LIMA,ULIMA,FEMENINO,2
,78389021,28,LIMA,PUCP,FEMENINO,1
,62461863,26,LIMA,UPC,MASCULINO,2
,72203376,23,CUZCO,UAUSTRAL,FEMENINO,2
,68340808,19,TRUJILLO,UPAO,MASCULINO,5
,70285972,23,LIMA,UNI,FEMENINO,2
,72399854,24,AREQUIPA,UNSA,MASCULINO,2
,71194592,22,LIMA,ULIMA,FEMENINO,2
,63029588,17,LIMA,ULIMA,MASCULINO,5
,60285932,25,CUZCO,UNSAAC,MASCULINO,4
,64448955,17,LIMA,UNI,FEMENINO,3
,60907305,19,PIURA,UPN,FEMENINO,3
,78657096,18,LIMA,UPC,FEMENINO,5
,73402163,20,LIMA,UPC,FEMENINO,5
,69783069,25,LIMA,PUCP,MASCULINO,2
,60138792,25,HUANUCO,UNHEVAL,FEMENINO,2
,60897334,29,TRUJILLO,UPAO,FEMENINO,4
,63042606,25,LIMA,UNI,MASCULINO,1
,71767963,28,CUZCO,UNSAAC,FEMENINO,2
,68389618,28,PIURA,UPN,FEMENINO,4
,66887535,24,HUANUCO,UNHEVAL,FEMENINO,1
,60353708,24,LIMA,ULIMA,FEMENINO,5
,73334205,18,HUANUCO,UNHEVAL,MASCULINO,2
,76708820,24,TRUJILLO,UNT,FEMENINO,1
,61864615,27,LIMA,ULIMA,MASCULINO,4
,65679207,19,LIMA,UNI,MASCULINO,4
,64800910,18,LIMA,UPC,MASCULINO,2
,63180875,19,AREQUIPA,UNSA,MASCULINO,5
,70102012,25,TRUJILLO,UPAO,FEMENINO,5
,73636465,17,AREQUIPA,UCSM,FEMENINO,4
,75971874,18,AREQUIPA,UNSA,MASCULINO,2
,60623422,23,TRUJILLO,UNT,FEMENINO,4
,69990263,19,HUANUCO,UNHEVAL,FEMENINO,2
,69638206,21,LIMA,ULIMA,MASCULINO,2
,62218469,29,PIURA,UDEP,MASCULINO,4
,78739963,26,LIMA,UPC,FEMENINO,3
,77411964,27,LIMA,PUCP,MASCULINO,5
,64967653,17,CUZCO,UNSAAC,FEMENINO,4
,64390262,20,AREQUIPA,UCSM,FEMENINO,3
,77739915,18,HUANUCO,UNHEVAL,FEMENINO,3
,74527488,24,CUZCO,UAUSTRAL,MASCULINO,5
,76844243,28,LIMA,UPC,MASCULINO,3
,67308323,18,CUZCO,UAUSTRAL,FEMENINO,1
,70933282,27,AREQUIPA,UNSA,MASCULINO,5
,71855027,22,PIURA,UPN,FEMENINO,5
,79696675,19,TRUJILLO,UNT,MASCULINO,1
,71794447,23,TRUJILLO,UNT,FEMENINO,4
,74912304,25,LIMA,ULIMA,MASCULINO,4
,60709099,24,CUZCO,UNSAAC,FEMENINO,4
,60931520,26,TRUJILLO,UNT,MASCULINO,3
,61898369,18,LIMA,PUCP,MASCULINO,3
,62704865,26,LIMA,PUCP,MASCULINO,4
,62079364,23,AREQUIPA,UNSA,MASCULINO,4
,72238714,19,LIMA,UPC,FEMENINO,1
,66354339,19,HUANUCO,UNHEVAL,FEMENINO,5
,66112218,17,TRUJILLO,UPAO,MASCULINO,2
,72768481,18,HUANUCO,UNH,FEMENINO,3
,66654600,19,TRUJILLO,UPAO,FEMENINO,1
,76381838,20,AREQUIPA,UCSM,FEMENINO,4
,60439706,19,LIMA,PUCP,MASCULINO,3
,60448998,18,AREQUIPA,UNSA,FEMENINO,4
,69269213,23,TRUJILLO,UNT,MASCULINO,5
,71156239,27,LIMA,ULIMA,FEMENINO,4
,78471428,24,PIURA,UDEP,FEMENINO,1
,66059618,27,PIURA,UPN,FEMENINO,2
,78427019,30,PIURA,UPN,MASCULINO,4
,64016162,30,CUZCO,UAUSTRAL,MASCULINO,2
,74518561,29,PIURA,UDEP,FEMENINO,4
,79416587,23,CUZCO,UNSAAC,MASCULINO,3
,78124842,17,LIMA,PUCP,FEMENINO,1
,65285617,30,AREQUIPA,UCSM,FEMENINO,1
,74336426,29,HUANUCO,UNHEVAL,FEMENINO,3
,66175465,28,LIMA,UPC,MASCULINO,2
,79711527,19,HUANUCO,UNH,MASCULINO,4
,71748511,30,AREQUIPA,UCSM,MASCULINO,5
,75413182,24,LIMA,UNI,FEMENINO,1
,78384413,27,AREQUIPA,UNSA,FEMENINO,5
,70638203,17,PIURA,UPN,MASCULINO,2
,78111837,17,LIMA,ULIMA,FEMENINO,2
,71065098,20,CUZCO,UAUSTRAL,FEMENINO,3
,69765463,25,LIMA,ULIMA,FEMENINO,4
,79622491,22,CUZCO,UNSAAC,FEMENINO,3
,62419567,30,HUANUCO,UNHEVAL,FEMENINO,1
,61117733,24,HUANUCO,UNH,MASCULINO,4
,75276837,28,PIURA,UDEP,FEMENINO,4
,67944423,18,LIMA,UNI,MASCULINO,4
,60984124,27,LIMA,PUCP,MASCULINO,2
,64860825,23,AREQUIPA,UCSM,MASCULINO,4
,75106620,22,HUANUCO,UNH,FEMENINO,2
,61726321,28,TRUJILLO,UPAO,MASCULINO,5
,68491460,25,HUANUCO,UNH,MASCULINO,5
,79509723,20,HUANUCO,UNHEVAL,MASCULINO,4
,62950318,26,LIMA,PUCP,FEMENINO,3
,72467989,18,CUZCO,UNSAAC,MASCULINO,3
,74089735,25,TRUJILLO,UPAO,MASCULINO,2
,78229016,21,LIMA,ULIMA,MASCULINO,3
,63993704,23,HUANUCO,UNHEVAL,MASCULINO,4
,73335262,20,TRUJILLO,UPAO,FEMENINO,1
,69479853,29,PIURA,UDEP,FEMENINO,4
,72365300,28,PIURA,UPN,FEMENINO,4
,62777783,19,LIMA,UNI,FEMENINO,1
,60943386,19,HUANUCO,UNH,MASCULINO,2
,77882593,21,LIMA,UPC,FEMENINO,2
,66201687,24,HUANUCO,UNHEVAL,MASCULINO,4
,74118543,17,LIMA,UNI,MASCULINO,2
,72260204,19,PIURA,UPN,FEMENINO,1
,63642677,26,LIMA,ULIMA,MASCULINO,2
,62905795,30,TRUJILLO,UPAO,MASCULINO,5
,69513474,26,AREQUIPA,UNSA,FEMENINO,4
,70834615,26,LIMA,UPC,FEMENINO,4
,66055555,20,HUANUCO,UNH,MASCULINO,5
,64495254,26,AREQUIPA,UCSM,FEMENINO,3
,66515691,24,HUANUCO,UNHEVAL,MASCULINO,3
,68258548,29,PIURA,UPN,FEMENINO,5
,70782946,21,AREQUIPA,UNSA,MASCULINO,4
,63055230,30,PIURA,UDEP,FEMENINO,4
,69736330,28,LIMA,PUCP,MASCULINO,5
,72676842,26,AREQUIPA,UCSM,FEMENINO,4
,68369118,29,LIMA,ULIMA,MASCULINO,3
,74185570,30,LIMA,UPC,MASCULINO,5
,61789392,27,PIURA,UDEP,FEMENINO,3
,78475128,23,PIURA,UDEP,MASCULINO,3
,69016354,20,CUZCO,UNSAAC,MASCULINO,4
,76551728,22,AREQUIPA,UCSM,MASCULINO,1
,71992403,23,AREQUIPA,UNSA,MASCULINO,3
,76095934,19,HUANUCO,UNHEVAL,FEMENINO,2
,77969479,25,LIMA,UPC,FEMENINO,2
,63298965,30,TRUJILLO,UNT,FEMENINO,1
,73102135,24,HUANUCO,UNH,FEMENINO,2
,76282086,18,LIMA,UPC,MASCULINO,3
,74003180,17,LIMA,UPC,FEMENINO,2
,68917371,23,LIMA,UPC,MASCULINO,1
,78979946,24,LIMA,UPC,MASCULINO,5
,62444745,28,LIMA,UNI,MASCULINO,1
,62773155,21,HUANUCO,UNH,FEMENINO,1
,62391034,28,CUZCO,UAUSTRAL,FEMENINO,1
,72313033,17,LIMA,UPC,FEMENINO,2
,71156710,20,LIMA,ULIMA,MASCULINO,2
,75894042,23,HUANUCO,UNHEVAL,FEMENINO,4
,76518825,29,HUANUCO,UNH,FEMENINO,2
,63218133,29,CUZCO,UAUSTRAL,MASCULINO,4
,69696256,17,AREQUIPA,UNSA,MASCULINO,4
,72803436,17,LIMA,UPC,MASCULINO,4
,76208266,26,PIURA,UPN,FEMENINO,3
,79011976,20,HUANUCO,UNH,FEMENINO,4
,77916108,19,AREQUIPA,UNSA,MASCULINO,4
,71886230,27,LIMA,PUCP,MASCULINO,5
,67852283,25,LIMA,UNI,MASCULINO,1
,69559645,30,TRUJILLO,UNT,MASCULINO,5
,65679912,20,CUZCO,UAUSTRAL,MASCULINO,2
,76106713,28,CUZCO,UNSAAC,MASCULINO,2
,63636844,22,PIURA,UDEP,MASCULINO,3
,75359053,28,CUZCO,UAUSTRAL,MASCULINO,3
,61519309,20,LIMA,UNI,MASCULINO,5
,76915506,21,LIMA,PUCP,MASCULINO,4
,78721966,19,AREQUIPA,UCSM,MASCULINO,4
,66640405,18,TRUJILLO,UNT,MASCULINO,3
,61643685,17,HUANUCO,UNHEVAL,FEMENINO,4
,75607516,19,PIURA,UDEP,MASCULINO,4
,67881831,26,PIURA,UDEP,MASCULINO,3
,60623513,22,PIURA,UDEP,MASCULINO,5
,68346465,18,PIURA,UPN,MASCULINO,5
,70920252,18,PIURA,UDEP,MASCULINO,4
,69927237,24,HUANUCO,UNHEVAL,FEMENINO,5
,68108290,21,AREQUIPA,UCSM,MASCULINO,3
,67720659,27,HUANUCO,UNH,MASCULINO,5
,76602349,22,AREQUIPA,UNSA,FEMENINO,1
,68877835,21,LIMA,ULIMA,MASCULINO,1
,78525888,24,LIMA,UNI,MASCULINO,1
,72589702,30,LIMA,PUCP,MASCULINO,1
,66268843,29,AREQUIPA,UNSA,FEMENINO,5
,67652030,17,HUANUCO,UNH,MASCULINO,2
,76538645,19,LIMA,UNI,FEMENINO,4
,69181456,29,TRUJILLO,UNT,FEMENINO,3
,70241222,24,TRUJILLO,UPAO,MASCULINO,2
,75408414,25,AREQUIPA,UNSA,MASCULINO,1
,77234220,19,CUZCO,UAUSTRAL,MASCULINO,2
,77998636,20,HUANUCO,UNH,FEMENINO,2
,70794508,22,CUZCO,UAUSTRAL,MASCULINO,4
,65317916,21,LIMA,UPC,MASCULINO,3
,73052125,18,LIMA,UNI,FEMENINO,5
,70249385,17,HUANUCO,UNH,MASCULINO,3
,67735568,19,LIMA,UNI,FEMENINO,2
,71858923,26,HUANUCO,UNHEVAL,MASCULINO,2
,68000635,19,TRUJILLO,UPAO,FEMENINO,1
,68960593,19,TRUJILLO,UPAO,MASCULINO,5
,61104936,25,AREQUIPA,UNSA,FEMENINO,4
,77073488,20,LIMA,ULIMA,MASCULINO,3
,71063375,19,PIURA,UPN,MASCULINO,4
,64058840,25,AREQUIPA,UNSA,MASCULINO,4
,71601493,30,PIURA,UDEP,MASCULINO,4
,77436708,29,AREQUIPA,UCSM,FEMENINO,4
,69370796,18,TRUJILLO,UNT,MASCULINO,5
,61249198,23,HUANUCO,UNH,MASCULINO,5
,60577355,18,LIMA,ULIMA,MASCULINO,1
,77369274,22,LIMA,UNI,FEMENINO,2
,73272370,17,LIMA,ULIMA,FEMENINO,3
,62464940,24,LIMA,ULIMA,FEMENINO,2
,78017764,30,TRUJILLO,UNT,FEMENINO,5
,61016957,17,LIMA,ULIMA,MASCULINO,3
,70761505,25,LIMA,PUCP,MASCULINO,2
,69858990,18,HUANUCO,UNH,FEMENINO,4
,74546275,25,CUZCO,UAUSTRAL,FEMENINO,4
,62005606,26,LIMA,UPC,MASCULINO,4
,60322375,28,HUANUCO,UNH,MASCULINO,4
,64143380,27,PIURA,UPN,MASCULINO,4
,60571783,20,HUANUCO,UNH,MASCULINO,3
,66452012,23,LIMA,UNI,FEMENINO,3
,65235772,17,LIMA,ULIMA,FEMENINO,5
,78866384,22,TRUJILLO,UPAO,FEMENINO,3
,75705025,26,CUZCO,UNSAAC,FEMENINO,4
,64926585,20,TRUJILLO,UNT,MASCULINO,3
,66033067,19,HUANUCO,UNHEVAL,FEMENINO,5
,65060158,29,LIMA,UPC,MASCULINO,4
,64017457,23,LIMA,ULIMA,FEMENINO,5
,63303270,24,HUANUCO,UNH,MASCULINO,1
,78340810,29,PIURA,UPN,MASCULINO,2
,79527822,21,LIMA,ULIMA,FEMENINO,1
,68193107,22,LIMA,PUCP,FEMENINO,5
,79293540,27,PIURA,UPN,FEMENINO,3
,79400051,25,LIMA,UPC,MASCULINO,4
,60108894,22,HUANUCO,UNHEVAL,MASCULINO,3
,61321730,18,PIURA,UDEP,FEMENINO,5
,77794534,19,HUANUCO,UNH,MASCULINO,3
,73784619,24,TRUJILLO,UNT,FEMENINO,4
,78168695,18,PIURA,UDEP,FEMENINO,3
,76870017,18,LIMA,UNI,MASCULINO,5
,60737581,30,LIMA,ULIMA,FEMENINO,2
,77973091,26,LIMA,UNI,FEMENINO,2
,64254272,17,LIMA,PUCP,MASCULINO,1
,64395434,24,LIMA,UNI,MASCULINO,4
,72012794,23,TRUJILLO,UNT,MASCULINO,3
,77289467,23,CUZCO,UAUSTRAL,FEMENINO,2
,63222510,27,CUZCO,UAUSTRAL,FEMENINO,5
,79676951,25,TRUJILLO,UNT,FEMENINO,3
,77877130,29,AREQUIPA,UNSA,FEMENINO,4
,60253279,25,HUANUCO,UNH,MASCULINO,1
,67863110,28,LIMA,PUCP,MASCULINO,1
,69578837,27,HUANUCO,UNH,FEMENINO,3
,64470476,21,TRUJILLO,UPAO,FEMENINO,1
,71510260,29,LIMA,PUCP,FEMENINO,1
,69925588,19,LIMA,UNI,MASCULINO,5
,70842967,25,HUANUCO,UNHEVAL,FEMENINO,3
,65184681,25,LIMA,ULIMA,FEMENINO,2
,60404872,24,LIMA,ULIMA,MASCULINO,1
,76655237,24,LIMA,UPC,FEMENINO,3
,66110068,25,PIURA,UDEP,MASCULINO,5
,68867141,23,LIMA,ULIMA,FEMENINO,3
,63532540,29,LIMA,UNI,MASCULINO,2
,64856644,28,PIURA,UDEP,MASCULINO,1
,72582377,19,AREQUIPA,UCSM,MASCULINO,2
,60541314,18,LIMA,PUCP,FEMENINO,4
,69476291,30,CUZCO,UNSAAC,MASCULINO,2
,73855481,30,CUZCO,UAUSTRAL,MASCULINO,2
,63776637,26,CUZCO,UNSAAC,MASCULINO,5
,76173277,26,LIMA,UPC,FEMENINO,1
,69251434,30,LIMA,ULIMA,FEMENINO,4
,69086585,17,PIURA,UPN,MASCULINO,1
,75689397,30,PIURA,UPN,FEMENINO,3
,66096754,29,LIMA,ULIMA,MASCULINO,4
,76629173,21,AREQUIPA,UCSM,FEMENINO,4
,69837646,25,CUZCO,UNSAAC,FEMENINO,3
,75896502,26,HUANUCO,UNHEVAL,FEMENINO,5
,67937758,27,LIMA,ULIMA,FEMENINO,2
,72433409,25,CUZCO,UAUSTRAL,FEMENINO,4
,70359509,17,LIMA,UPC,MASCULINO,5
,74379894,21,TRUJILLO,UPAO,MASCULINO,4
,61431673,28,CUZCO,UNSAAC,FEMENINO,2
,63058863,27,AREQUIPA,UCSM,FEMENINO,1
,77065358,17,CUZCO,UNSAAC,MASCULINO,4
,62320811,29,HUANUCO,UNH,MASCULINO,1
,72123856,24,CUZCO,UAUSTRAL,FEMENINO,4
,79012783,21,CUZCO,UAUSTRAL,FEMENINO,4
,75687373,29,HUANUCO,UNHEVAL,FEMENINO,4
,74743690,21,AREQUIPA,UNSA,FEMENINO,5
,65232049,26,PIURA,UDEP,FEMENINO,4
,60102820,29,CUZCO,UAUSTRAL,MASCULINO,1
,66085489,23,TRUJILLO,UPAO,FEMENINO,2
,63093629,29,HUANUCO,UNH,MASCULINO,1
,71459635,22,PIURA,UPN,FEMENINO,4
,62783503,25,HUANUCO,UNH,FEMENINO,1
,61377266,23,CUZCO,UNSAAC,MASCULINO,3
,61906339,18,LIMA,ULIMA,FEMENINO,5
,77402344,17,LIMA,UNI,FEMENINO,1
,66302481,21,CUZCO,UAUSTRAL,FEMENINO,1
,72989262,22,LIMA,ULIMA,FEMENINO,3
,72357292,18,LIMA,ULIMA,FEMENINO,4
,76940369,29,HUANUCO,UNHEVAL,MASCULINO,2
,76975046,25,AREQUIPA,UCSM,FEMENINO,2
,73614635,20,LIMA,UNI,MASCULINO,4
,64582615,19,AREQUIPA,UCSM,MASCULINO,3
,72265098,20,LIMA,UPC,MASCULINO,2
,60844077,26,AREQUIPA,UCSM,FEMENINO,1
,66671646,19,AREQUIPA,UNSA,FEMENINO,3
,78586712,24,LIMA,PUCP,FEMENINO,1
,66902360,21,LIMA,ULIMA,MASCULINO,4
,70952669,18,LIMA,PUCP,FEMENINO,2
,66127488,19,AREQUIPA,UNSA,FEMENINO,2
,68845000,19,AREQUIPA,UCSM,FEMENINO,4
